"can","dep","reg","compct","burcentral","tncc","ncc","nccenr","libelle","typect"
"9102","91","11","1","91027","1",ATHIS MONS,Athis-Mons,Athis-Mons,C
"9103","91","11","1","91103","0",BRETIGNY SUR ORGE,Brétigny-sur-Orge,Brétigny-sur-Orge,C
"9104","91","11","1","91174","0",CORBEIL ESSONNES,Corbeil-Essonnes,Corbeil-Essonnes,C
"9105","91","11","1","91200","0",DOURDAN,Dourdan,Dourdan,C
"9106","91","11","2","91201","0",DRAVEIL,Draveil,Draveil,C
"9107","91","11","2","91215","1",EPINAY SOUS SENART,Épinay-sous-Sénart,Épinay-sous-Sénart,C
"9108","91","11","1","91223","1",ETAMPES,Étampes,Étampes,C
"9109","91","11","1","91228","1",EVRY,Évry,Évry,C
"9110","91","11","1","91272","0",GIF SUR YVETTE,Gif-sur-Yvette,Gif-sur-Yvette,C
"9111","91","11","1","91345","0",LONGJUMEAU,Longjumeau,Longjumeau,C
"9112","91","11","1","91377","0",MASSY,Massy,Massy,C
"9113","91","11","1","91386","0",MENNECY,Mennecy,Mennecy,C
"9114","91","11","1","91477","0",PALAISEAU,Palaiseau,Palaiseau,C
"9115","91","11","1","91521","0",RIS ORANGIS,Ris-Orangis,Ris-Orangis,C
"9116","91","11","1","91549","0",SAINTE GENEVIEVE DES BOIS,Sainte-Geneviève-des-Bois,Sainte-Geneviève-des-Bois,C
"9117","91","11","1","91589","0",SAVIGNY SUR ORGE,Savigny-sur-Orge,Savigny-sur-Orge,C
"9118","91","11","1","91692","4",ULIS,Ulis,Les Ulis,C
"9119","91","11","2","91657","0",VIGNEUX SUR SEINE,Vigneux-sur-Seine,Vigneux-sur-Seine,C
"9120","91","11","1","91687","0",VIRY CHATILLON,Viry-Châtillon,Viry-Châtillon,C
"9121","91","11","2","91691","1",YERRES,Yerres,Yerres,C
"9198","91","11",,"91114","0",BRUNOY,Brunoy,Brunoy,V
"9199","91","11",,"91421","0",MONTGERON,Montgeron,Montgeron,V
"9201","92","11","1","92002","1",ANTONY,Antony,Antony,C
"9202","92","11","4","92004","1",ASNIERES SUR SEINE,Asnières-sur-Seine,Asnières-sur-Seine,C
"9203","92","11","1","92007","0",BAGNEUX,Bagneux,Bagneux,C
"9204","92","11","4","92012","0",BOULOGNE BILLANCOURT 1,Boulogne-Billancourt-1,Boulogne-Billancourt-1,C
"9205","92","11","2","92012","0",BOULOGNE BILLANCOURT 2,Boulogne-Billancourt-2,Boulogne-Billancourt-2,C
"9206","92","11","1","92019","0",CHATENAY MALABRY,Châtenay-Malabry,Châtenay-Malabry,C
"9207","92","11","1","92020","0",CHATILLON,Châtillon,Châtillon,C
"9208","92","11","1","92023","0",CLAMART,Clamart,Clamart,C
"9209","92","11","1","92024","0",CLICHY,Clichy,Clichy,C
"9210","92","11","4","92025","0",COLOMBES 1,Colombes-1,Colombes-1,C
"9211","92","11","2","92025","0",COLOMBES 2,Colombes-2,Colombes-2,C
"9212","92","11","5","92026","0",COURBEVOIE 1,Courbevoie-1,Courbevoie-1,C
"9213","92","11","2","92026","0",COURBEVOIE 2,Courbevoie-2,Courbevoie-2,C
"9214","92","11","1","92036","0",GENNEVILLIERS,Gennevilliers,Gennevilliers,C
"9215","92","11","1","92040","1",ISSY LES MOULINEAUX,Issy-les-Moulineaux,Issy-les-Moulineaux,C
"9216","92","11","1","92044","0",LEVALLOIS PERRET,Levallois-Perret,Levallois-Perret,C
"9217","92","11","1","92048","0",MEUDON,Meudon,Meudon,C
"9218","92","11","1","92049","0",MONTROUGE,Montrouge,Montrouge,C
"9219","92","11","4","92050","0",NANTERRE 1,Nanterre-1,Nanterre-1,C
"9220","92","11","2","92050","0",NANTERRE 2,Nanterre-2,Nanterre-2,C
"9221","92","11","1","92051","0",NEUILLY SUR SEINE,Neuilly-sur-Seine,Neuilly-sur-Seine,C
"9222","92","11","1","92063","0",RUEIL MALMAISON,Rueil-Malmaison,Rueil-Malmaison,C
"9223","92","11","1","92064","0",SAINT CLOUD,Saint-Cloud,Saint-Cloud,C
"9295","92","11",,"92004","1",ASNIERES SUR SEINE,Asnières-sur-Seine,Asnières-sur-Seine,V
"9296","92","11",,"92012","0",BOULOGNE BILLANCOURT,Boulogne-Billancourt,Boulogne-Billancourt,V
"9297","92","11",,"92025","0",COLOMBES,Colombes,Colombes,V
"9298","92","11",,"92026","0",COURBEVOIE,Courbevoie,Courbevoie,V
"9299","92","11",,"92050","0",NANTERRE,Nanterre,Nanterre,V
"9301","93","11","1","93001","1",AUBERVILLIERS,Aubervilliers,Aubervilliers,C
"9302","93","11","1","93005","1",AULNAY SOUS BOIS,Aulnay-sous-Bois,Aulnay-sous-Bois,C
"9303","93","11","1","93006","0",BAGNOLET,Bagnolet,Bagnolet,C
"9304","93","11","2","93007","2",BLANC MESNIL,Blanc-Mesnil,Le Blanc-Mesnil,C
"9305","93","11","2","93008","0",BOBIGNY,Bobigny,Bobigny,C
"9306","93","11","2","93010","0",BONDY,Bondy,Bondy,C
"9307","93","11","1","93027","3",COURNEUVE,Courneuve,La Courneuve,C
"9308","93","11","4","93029","0",DRANCY,Drancy,Drancy,C
"9309","93","11","2","93031","1",EPINAY SUR SEINE,Épinay-sur-Seine,Épinay-sur-Seine,C
"9310","93","11","1","93032","0",GAGNY,Gagny,Gagny,C
"9311","93","11","1","93046","0",LIVRY GARGAN,Livry-Gargan,Livry-Gargan,C
"9312","93","11","2","93048","0",MONTREUIL 1,Montreuil-1,Montreuil-1,C
"9313","93","11","4","93048","0",MONTREUIL 2,Montreuil-2,Montreuil-2,C
"9314","93","11","1","93051","0",NOISY LE GRAND,Noisy-le-Grand,Noisy-le-Grand,C
"9315","93","11","1","93055","0",PANTIN,Pantin,Pantin,C
"9316","93","11","4","93066","0",SAINT DENIS 1,Saint-Denis-1,Saint-Denis-1,C
"9317","93","11","2","93066","0",SAINT DENIS 2,Saint-Denis-2,Saint-Denis-2,C
"9318","93","11","2","93070","0",SAINT OUEN,Saint-Ouen,Saint-Ouen,C
"9319","93","11","1","93071","0",SEVRAN,Sevran,Sevran,C
"9320","93","11","1","93073","0",TREMBLAY EN FRANCE,Tremblay-en-France,Tremblay-en-France,C
"9321","93","11","1","93077","0",VILLEMOMBLE,Villemomble,Villemomble,C
"9395","93","11",,"93008","0",BOBIGNY,Bobigny,Bobigny,V
"9396","93","11",,"93029","0",DRANCY,Drancy,Drancy,V
"9397","93","11",,"93031","1",EPINAY SUR SEINE,Épinay-sur-Seine,Épinay-sur-Seine,V
"9398","93","11",,"93048","0",MONTREUIL,Montreuil,Montreuil,V
"9399","93","11",,"93066","0",SAINT DENIS,Saint-Denis,Saint-Denis,V
"9401","94","11","1","94002","1",ALFORTVILLE,Alfortville,Alfortville,C
"9402","94","11","1","94016","0",CACHAN,Cachan,Cachan,C
"9403","94","11","4","94017","0",CHAMPIGNY SUR MARNE 1,Champigny-sur-Marne-1,Champigny-sur-Marne-1,C
"9404","94","11","2","94017","0",CHAMPIGNY SUR MARNE 2,Champigny-sur-Marne-2,Champigny-sur-Marne-2,C
"9405","94","11","2","94018","0",CHARENTON LE PONT,Charenton-le-Pont,Charenton-le-Pont,C
"9406","94","11","2","94022","0",CHOISY LE ROI,Choisy-le-Roi,Choisy-le-Roi,C
"9407","94","11","4","94028","0",CRETEIL 1,Créteil-1,Créteil-1,C
"9408","94","11","4","94028","0",CRETEIL 2,Créteil-2,Créteil-2,C
"9409","94","11","2","94033","0",FONTENAY SOUS BOIS,Fontenay-sous-Bois,Fontenay-sous-Bois,C
"9410","94","11","1","94038","5",HAY LES ROSES,Haÿ-les-Roses,L'Haÿ-les-Roses,C
"9411","94","11","1","94041","1",IVRY SUR SEINE,Ivry-sur-Seine,Ivry-sur-Seine,C
"9412","94","11","1","94043","2",KREMLIN BICETRE,Kremlin-Bicêtre,Le Kremlin-Bicêtre,C
"9413","94","11","1","94046","0",MAISONS ALFORT,Maisons-Alfort,Maisons-Alfort,C
"9414","94","11","2","94052","0",NOGENT SUR MARNE,Nogent-sur-Marne,Nogent-sur-Marne,C
"9415","94","11","1","94054","1",ORLY,Orly,Orly,C
"9416","94","11","1","94004","0",PLATEAU BRIARD,Plateau briard,Plateau briard,C
"9417","94","11","4","94068","0",SAINT MAUR DES FOSSES 1,Saint-Maur-des-Fossés-1,Saint-Maur-des-Fossés-1,C
"9418","94","11","2","94068","0",SAINT MAUR DES FOSSES 2,Saint-Maur-des-Fossés-2,Saint-Maur-des-Fossés-2,C
"9419","94","11","1","94073","0",THIAIS,Thiais,Thiais,C
"9420","94","11","1","94076","0",VILLEJUIF,Villejuif,Villejuif,C
"9421","94","11","2","94078","0",VILLENEUVE SAINT GEORGES,Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,C
"9422","94","11","1","94079","0",VILLIERS SUR MARNE,Villiers-sur-Marne,Villiers-sur-Marne,C
"9423","94","11","2","94080","0",VINCENNES,Vincennes,Vincennes,C
"9424","94","11","4","94081","0",VITRY SUR SEINE 1,Vitry-sur-Seine-1,Vitry-sur-Seine-1,C
"9425","94","11","4","94081","0",VITRY SUR SEINE 2,Vitry-sur-Seine-2,Vitry-sur-Seine-2,C
"9493","94","11",,"94017","0",CHAMPIGNY SUR MARNE,Champigny-sur-Marne,Champigny-sur-Marne,V
"9494","94","11",,"94028","0",CRETEIL,Créteil,Créteil,V
"9495","94","11",,"94052","0",NOGENT SUR MARNE,Nogent-sur-Marne,Nogent-sur-Marne,V
"9496","94","11",,"94068","0",SAINT MAUR DES FOSSES,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,V
"9497","94","11",,"94078","0",VILLENEUVE SAINT GEORGES,Villeneuve-Saint-Georges,Villeneuve-Saint-Georges,V
"9498","94","11",,"94080","0",VINCENNES,Vincennes,Vincennes,V
"9499","94","11",,"94081","0",VITRY SUR SEINE,Vitry-sur-Seine,Vitry-sur-Seine,V
"9501","95","11","2","95018","1",ARGENTEUIL 1,Argenteuil-1,Argenteuil-1,C
"9502","95","11","4","95018","1",ARGENTEUIL 2,Argenteuil-2,Argenteuil-2,C
"9503","95","11","2","95018","1",ARGENTEUIL 3,Argenteuil-3,Argenteuil-3,C
"9504","95","11","2","95127","0",CERGY 1,Cergy-1,Cergy-1,C
"9505","95","11","2","95127","0",CERGY 2,Cergy-2,Cergy-2,C
"9506","95","11","1","95197","0",DEUIL LA BARRE,Deuil-la-Barre,Deuil-la-Barre,C
"9507","95","11","1","95199","0",DOMONT,Domont,Domont,C
"9508","95","11","1","95219","1",ERMONT,Ermont,Ermont,C
"9509","95","11","1","95250","0",FOSSES,Fosses,Fosses,C
"9510","95","11","1","95252","0",FRANCONVILLE,Franconville,Franconville,C
"9511","95","11","1","95268","0",GARGES LES GONESSE,Garges-lès-Gonesse,Garges-lès-Gonesse,C
"9512","95","11","1","95280","0",GOUSSAINVILLE,Goussainville,Goussainville,C
"9513","95","11","1","95306","1",HERBLAY,Herblay,Herblay,C
"9514","95","11","1","95313","5",ISLE ADAM,Isle-Adam,L'Isle-Adam,C
"9515","95","11","1","95428","0",MONTMORENCY,Montmorency,Montmorency,C
"9516","95","11","1","95500","0",PONTOISE,Pontoise,Pontoise,C
"9517","95","11","1","95572","0",SAINT OUEN L AUMONE,Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône,C
"9518","95","11","1","95585","0",SARCELLES,Sarcelles,Sarcelles,C
"9519","95","11","1","95607","0",TAVERNY,Taverny,Taverny,C
"9520","95","11","1","95637","0",VAUREAL,Vauréal,Vauréal,C
"9521","95","11","1","95680","0",VILLIERS LE BEL,Villiers-le-Bel,Villiers-le-Bel,C
"9598","95","11",,"95018","1",ARGENTEUIL,Argenteuil,Argenteuil,V
"9599","95","11",,"95127","0",CERGY,Cergy,Cergy,V
"97101","971","01","4","97101","4",ABYMES 1,Abymes-1,Les Abymes-1,C
"97102","971","01","4","97101","4",ABYMES 2,Abymes-2,Les Abymes-2,C
"97103","971","01","5","97101","4",ABYMES 3,Abymes-3,Les Abymes-3,C
"97104","971","01","4","97103","0",BAIE MAHAULT 1,Baie-Mahault-1,Baie-Mahault-1,C
"97105","971","01","5","97103","0",BAIE MAHAULT 2,Baie-Mahault-2,Baie-Mahault-2,C
"97106","971","01","1","97105","0",BASSE TERRE,Basse-Terre,Basse-Terre,C
"97107","971","01","1","97107","0",CAPESTERRE BELLE EAU,Capesterre-Belle-Eau,Capesterre-Belle-Eau,C
"97108","971","01","4","97113","2",GOSIER,Gosier,Le Gosier,C
"97109","971","01","1","97115","0",LAMENTIN,Lamentin,Lamentin,C
"97110","971","01","1","97112","0",MARIE GALANTE,Marie-Galante,Marie-Galante,C
"97111","971","01","1","97117","2",MOULE,Moule,Le Moule,C
"97112","971","01","1","97116","0",MORNE A L EAU,Morne-à-l'Eau,Morne-à-l'Eau,C
"97113","971","01","2","97118","0",PETIT BOURG,Petit-Bourg,Petit-Bourg,C
"97114","971","01","1","97119","0",PETIT CANAL,Petit-Canal,Petit-Canal,C
"97115","971","01","1","97120","0",POINTE A PITRE,Pointe-à-Pitre,Pointe-à-Pitre,C
"97116","971","01","2","97125","0",SAINT FRANCOIS,Saint-François,Saint-François,C
"97117","971","01","4","97128","0",SAINTE ANNE,Sainte-Anne,Sainte-Anne,C
"97118","971","01","3","97129","0",SAINTE ROSE 1,Sainte-Rose-1,Sainte-Rose-1,C
"97119","971","01","4","97129","0",SAINTE ROSE 2,Sainte-Rose-2,Sainte-Rose-2,C
"97120","971","01","1","97132","0",TROIS RIVIERES,Trois-Rivières,Trois-Rivières,C
"97121","971","01","2","97134","0",VIEUX HABITANTS,Vieux-Habitants,Vieux-Habitants,C
"97193","971","01",,"97101","4",ABYMES,Abymes,Les Abymes,V
"97194","971","01",,"97103","0",BAIE MAHAULT,Baie-Mahault,Baie-Mahault,V
"97195","971","01",,"97106","0",BOUILLANTE,Bouillante,Bouillante,V
"97196","971","01",,"97113","2",GOSIER,Gosier,Le Gosier,V
"97197","971","01",,"97118","0",PETIT BOURG,Petit-Bourg,Petit-Bourg,V
"97198","971","01",,"97128","0",SAINTE ANNE,Sainte-Anne,Sainte-Anne,V
"97199","971","01",,"97129","0",SAINTE ROSE,Sainte-Rose,Sainte-Rose,V
"97401","974","04","2","97404","5",ETANG SALE,Étang-Salé,L'Étang-Salé,C
"97402","974","04","1","97407","2",PORT,Port,Le Port,C
"97403","974","04","1","97408","3",POSSESSION,Possession,La Possession,C
"97404","974","04","2","97409","0",SAINT ANDRE 1,Saint-André-1,Saint-André-1,C
"97405","974","04","4","97409","0",SAINT ANDRE 2,Saint-André-2,Saint-André-2,C
"97406","974","04","2","97409","0",SAINT ANDRE 3,Saint-André-3,Saint-André-3,C
"97407","974","04","2","97410","0",SAINT BENOIT 1,Saint-Benoît-1,Saint-Benoît-1,C
"97408","974","04","2","97410","0",SAINT BENOIT 2,Saint-Benoît-2,Saint-Benoît-2,C
"97409","974","04","4","97411","0",SAINT DENIS 1,Saint-Denis-1,Saint-Denis-1,C
"97410","974","04","4","97411","0",SAINT DENIS 2,Saint-Denis-2,Saint-Denis-2,C
"97411","974","04","4","97411","0",SAINT DENIS 3,Saint-Denis-3,Saint-Denis-3,C
"97412","974","04","4","97411","0",SAINT DENIS 4,Saint-Denis-4,Saint-Denis-4,C
"97413","974","04","4","97412","0",SAINT JOSEPH,Saint-Joseph,Saint-Joseph,C
"97414","974","04","2","97413","0",SAINT LEU,Saint-Leu,Saint-Leu,C
"97415","974","04","4","97414","0",SAINT LOUIS 1,Saint-Louis-1,Saint-Louis-1,C
"97416","974","04","2","97414","0",SAINT LOUIS 2,Saint-Louis-2,Saint-Louis-2,C
"97417","974","04","4","97415","0",SAINT PAUL 1,Saint-Paul-1,Saint-Paul-1,C
"97418","974","04","4","97415","0",SAINT PAUL 2,Saint-Paul-2,Saint-Paul-2,C
"97419","974","04","4","97415","0",SAINT PAUL 3,Saint-Paul-3,Saint-Paul-3,C
"97420","974","04","4","97416","0",SAINT PIERRE 1,Saint-Pierre-1,Saint-Pierre-1,C
"97421","974","04","4","97416","0",SAINT PIERRE 2,Saint-Pierre-2,Saint-Pierre-2,C
"97422","974","04","3","97416","0",SAINT PIERRE 3,Saint-Pierre-3,Saint-Pierre-3,C
"97423","974","04","1","97418","0",SAINTE MARIE,Sainte-Marie,Sainte-Marie,C
"97424","974","04","4","97422","2",TAMPON 1,Tampon-1,Le Tampon-1,C
"97425","974","04","4","97422","2",TAMPON 2,Tampon-2,Le Tampon-2,C
"97491","974","04",,"97409","0",SAINT ANDRE,Saint-André,Saint-André,V
"97492","974","04",,"97410","0",SAINT BENOIT,Saint-Benoît,Saint-Benoît,V
"97493","974","04",,"97411","0",SAINT DENIS,Saint-Denis,Saint-Denis,V
"97494","974","04",,"97412","0",SAINT JOSEPH,Saint-Joseph,Saint-Joseph,V
"97495","974","04",,"97413","0",SAINT LEU,Saint-Leu,Saint-Leu,V
"97496","974","04",,"97414","0",SAINT LOUIS,Saint-Louis,Saint-Louis,V
"97497","974","04",,"97415","0",SAINT PAUL,Saint-Paul,Saint-Paul,V
"97498","974","04",,"97416","0",SAINT PIERRE,Saint-Pierre,Saint-Pierre,V
"97499","974","04",,"97422","2",TAMPON,Tampon,Le Tampon,V
"97601","976","06","5","97602","0",BANDRABOUA,Bandraboua,Bandraboua,C
"97602","976","06","2","97604","0",BOUENI,Bouéni,Bouéni,C
"97603","976","06","2","97607","0",DEMBENI,Dembeni,Dembeni,C
"97604","976","06","1","97608","0",DZAOUDZI,Dzaoudzi,Dzaoudzi,C
"97605","976","06","4","97610","0",KOUNGOU,Koungou,Koungou,C
"97606","976","06","4","97611","0",MAMOUDZOU 1,Mamoudzou-1,Mamoudzou-1,C
"97607","976","06","4","97611","0",MAMOUDZOU 2,Mamoudzou-2,Mamoudzou-2,C
"97608","976","06","4","97611","0",MAMOUDZOU 3,Mamoudzou-3,Mamoudzou-3,C
"97609","976","06","2","97612","0",MTSAMBORO,Mtsamboro,Mtsamboro,C
"97610","976","06","1","97614","1",OUANGANI,Ouangani,Ouangani,C
"97611","976","06","1","97615","0",PAMANDZI,Pamandzi,Pamandzi,C
"97612","976","06","1","97616","0",SADA,Sada,Sada,C
"97613","976","06","1","97617","0",TSINGONI,Tsingoni,Tsingoni,C
"97696","976","06",,"97602","0",BANDRABOUA,Bandraboua,Bandraboua,V
"97697","976","06",,"97603","0",BANDRELE,Bandrele,Bandrele,V
"97698","976","06",,"97610","0",KOUNGOU,Koungou,Koungou,V
"97699","976","06",,"97611","0",MAMOUDZOU,Mamoudzou,Mamoudzou,V
