"can","dep","reg","compct","burcentral","tncc","ncc","nccenr","libelle","typect"
"1505","15","84","1","15120","0",MAURIAC,Mauriac,Mauriac,C
"1506","15","84","2","15122","0",MAURS,Maurs,Maurs,C
"1507","15","84","1","15138","0",MURAT,Murat,Murat,C
"1508","15","84","1","15140","0",NAUCELLES,Naucelles,Naucelles,C
"1509","15","84","2","15142","0",NEUVEGLISE,Neuvéglise,Neuvéglise,C
"1510","15","84","1","15162","0",RIOM ES MONTAGNES,Riom-ès-Montagnes,Riom-ès-Montagnes,C
"1511","15","84","2","15187","0",SAINT FLOUR 1,Saint-Flour-1,Saint-Flour-1,C
"1512","15","84","3","15187","0",SAINT FLOUR 2,Saint-Flour-2,Saint-Flour-2,C
"1513","15","84","1","15204","0",SAINT PAUL DES LANDES,Saint-Paul-des-Landes,Saint-Paul-des-Landes,C
"1514","15","84","1","15258","0",VIC SUR CERE,Vic-sur-Cère,Vic-sur-Cère,C
"1515","15","84","1","15265","1",YDES,Ydes,Ydes,C
"1588","15","84",,"15027","0",PUYCAPEL,Puycapel,Puycapel,N
"1589","15","84",,"15142","0",NEUVEGLISE SUR TRUYERE,Neuvéglise-sur-Truyère,Neuvéglise-sur-Truyère,N
"1598","15","84",,"15014","1",AURILLAC,Aurillac,Aurillac,V
"1599","15","84",,"15187","0",SAINT FLOUR,Saint-Flour,Saint-Flour,V
"1601","16","75","2","16015","1",ANGOULEME 1,Angoulême-1,Angoulême-1,C
"1602","16","75","2","16015","1",ANGOULEME 2,Angoulême-2,Angoulême-2,C
"1603","16","75","2","16015","1",ANGOULEME 3,Angoulême-3,Angoulême-3,C
"1604","16","75","1","16287","0",BOEME ECHELLE,Boëme-Echelle,Boëme-Echelle,C
"1605","16","75","1","16393","0",BOIXE ET MANSLOIS,Boixe-et-Manslois,Boixe-et-Manslois,C
"1606","16","75","2","16085","0",CHARENTE BONNIEURE,Charente-Bonnieure,Charente-Bonnieure,C
"1607","16","75","1","16090","0",CHARENTE CHAMPAGNE,Charente-Champagne,Charente-Champagne,C
"1608","16","75","1","16292","0",CHARENTE NORD,Charente-Nord,Charente-Nord,C
"1609","16","75","1","16028","0",CHARENTE SUD,Charente-Sud,Charente-Sud,C
"1610","16","75","2","16106","0",CHARENTE VIENNE,Charente-Vienne,Charente-Vienne,C
"1611","16","75","2","16102","0",COGNAC 1,Cognac-1,Cognac-1,C
"1612","16","75","2","16102","0",COGNAC 2,Cognac-2,Cognac-2,C
"1613","16","75","1","16113","3",COURONNE,Couronne,La Couronne,C
"1614","16","75","1","16154","0",GOND PONTOUVRE,Gond-Pontouvre,Gond-Pontouvre,C
"1615","16","75","1","16167","0",JARNAC,Jarnac,Jarnac,C
"1616","16","75","1","16291","0",TOUVRE ET BRACONNE,Touvre-et-Braconne,Touvre-et-Braconne,C
"1617","16","75","1","16073","0",TUDE ET LAVALETTE,Tude-et-Lavalette,Tude-et-Lavalette,C
"1618","16","75","1","16187","0",VAL DE NOUERE,Val de Nouère,Val de Nouère,C
"1619","16","75","1","16281","0",VAL DE TARDOIRE,Val de Tardoire,Val de Tardoire,C
"1689","16","75",,"16192","0",TERRES DE HAUTE CHARENTE,Terres-de-Haute-Charente,Terres-de-Haute-Charente,N
"1698","16","75",,"16015","1",ANGOULEME,Angoulême,Angoulême,V
"1699","16","75",,"16102","0",COGNAC,Cognac,Cognac,V
"1701","17","75","1","17028","1",AYTRE,Aytré,Aytré,C
"1702","17","75","1","17086","0",CHANIERS,Chaniers,Chaniers,C
"1703","17","75","1","17094","0",CHATELAILLON PLAGE,Châtelaillon-Plage,Châtelaillon-Plage,C
"1704","17","75","1","17385","5",ILE D OLERON,Île d'Oléron,L'Île d'Oléron,C
"1705","17","75","1","17369","5",ILE DE RE,Île de Ré,L'Île de Ré,C
"1706","17","75","1","17194","3",JARRIE,Jarrie,La Jarrie,C
"1707","17","75","1","17197","0",JONZAC,Jonzac,Jonzac,C
"1708","17","75","1","17200","0",LAGORD,Lagord,Lagord,C
"1709","17","75","1","17218","0",MARANS,Marans,Marans,C
"1710","17","75","1","17219","0",MARENNES,Marennes,Marennes,C
"1711","17","75","1","17224","0",MATHA,Matha,Matha,C
"1712","17","75","1","17283","0",PONS,Pons,Pons,C
"1713","17","75","1","17299","0",ROCHEFORT,Rochefort,Rochefort,C
"1714","17","75","4","17300","3",ROCHELLE 1,Rochelle-1,La Rochelle-1,C
"1715","17","75","4","17300","3",ROCHELLE 2,Rochelle-2,La Rochelle-2,C
"1716","17","75","4","17300","3",ROCHELLE 3,Rochelle-3,La Rochelle-3,C
"1717","17","75","1","17306","0",ROYAN,Royan,Royan,C
"1718","17","75","2","17347","0",SAINT JEAN D ANGELY,Saint-Jean-d'Angély,Saint-Jean-d'Angély,C
"1719","17","75","1","17387","0",SAINT PORCHAIRE,Saint-Porchaire,Saint-Porchaire,C
"1720","17","75","1","17415","0",SAINTES,Saintes,Saintes,C
"1721","17","75","1","17230","0",SAINTONGE ESTUAIRE,Saintonge Estuaire,Saintonge Estuaire,C
"1722","17","75","1","17421","0",SAUJON,Saujon,Saujon,C
"1723","17","75","2","17434","0",SURGERES,Surgères,Surgères,C
"1724","17","75","1","17444","0",THENAC,Thénac,Thénac,C
"1725","17","75","1","17449","0",TONNAY CHARENTE,Tonnay-Charente,Tonnay-Charente,C
"1726","17","75","1","17452","3",TREMBLADE,Tremblade,La Tremblade,C
"1727","17","75","1","17240","4",TROIS MONTS,Trois Monts,Les Trois Monts,C
"1789","17","75",,"17457","3",DEVISE,Devise,La Devise,N
"1799","17","75",,"17300","3",ROCHELLE,Rochelle,La Rochelle,V
"1801","18","24","1","18015","1",AUBIGNY SUR NERE,Aubigny-sur-Nère,Aubigny-sur-Nère,C
"1802","18","24","1","18018","1",AVORD,Avord,Avord,C
"1803","18","24","4","18033","0",BOURGES 1,Bourges-1,Bourges-1,C
"1804","18","24","4","18033","0",BOURGES 2,Bourges-2,Bourges-2,C
"1805","18","24","4","18033","0",BOURGES 3,Bourges-3,Bourges-3,C
"1806","18","24","4","18033","0",BOURGES 4,Bourges-4,Bourges-4,C
"1807","18","24","1","18055","0",CHAROST,Chârost,Chârost,C
"1808","18","24","1","18057","0",CHATEAUMEILLANT,Châteaumeillant,Châteaumeillant,C
"1809","18","24","1","18087","0",DUN SUR AURON,Dun-sur-Auron,Dun-sur-Auron,C
"1810","18","24","1","18108","3",GUERCHE SUR L AUBOIS,Guerche-sur-l'Aubois,La Guerche-sur-l'Aubois,C
"1811","18","24","1","18141","0",MEHUN SUR YEVRE,Mehun-sur-Yèvre,Mehun-sur-Yèvre,C
"1812","18","24","1","18197","0",SAINT AMAND MONTROND,Saint-Amand-Montrond,Saint-Amand-Montrond,C
"1813","18","24","1","18205","0",SAINT DOULCHARD,Saint-Doulchard,Saint-Doulchard,C
"1814","18","24","1","18213","0",SAINT GERMAIN DU PUY,Saint-Germain-du-Puy,Saint-Germain-du-Puy,C
"1815","18","24","1","18223","0",SAINT MARTIN D AUXIGNY,Saint-Martin-d'Auxigny,Saint-Martin-d'Auxigny,C
"1816","18","24","1","18241","0",SANCERRE,Sancerre,Sancerre,C
"1817","18","24","1","18267","0",TROUY,Trouy,Trouy,C
"1818","18","24","4","18279","0",VIERZON 1,Vierzon-1,Vierzon-1,C
"1819","18","24","2","18279","0",VIERZON 2,Vierzon-2,Vierzon-2,C
"1898","18","24",,"18033","0",BOURGES,Bourges,Bourges,V
"1899","18","24",,"18279","0",VIERZON,Vierzon,Vierzon,V
"1901","19","75","1","19005","1",ALLASSAC,Allassac,Allassac,C
"1902","19","75","2","19010","1",ARGENTAT,Argentat,Argentat,C
"1903","19","75","4","19031","0",BRIVE LA GAILLARDE 1,Brive-la-Gaillarde-1,Brive-la-Gaillarde-1,C
"1904","19","75","4","19031","0",BRIVE LA GAILLARDE 2,Brive-la-Gaillarde-2,Brive-la-Gaillarde-2,C
"1905","19","75","2","19031","0",BRIVE LA GAILLARDE 3,Brive-la-Gaillarde-3,Brive-la-Gaillarde-3,C
"1906","19","75","4","19031","0",BRIVE LA GAILLARDE 4,Brive-la-Gaillarde-4,Brive-la-Gaillarde-4,C
"1907","19","75","1","19073","1",EGLETONS,Égletons,Égletons,C
"1908","19","75","1","19028","0",HAUTE DORDOGNE,Haute-Dordogne,Haute-Dordogne,C
"1909","19","75","1","19123","0",MALEMORT SUR CORREZE,Malemort-sur-Corrèze,Malemort-sur-Corrèze,C
"1910","19","75","1","19023","0",MIDI CORREZIEN,Midi Corrézien,Midi Corrézien,C
"1911","19","75","1","19146","0",NAVES,Naves,Naves,C
"1912","19","75","1","19136","0",PLATEAU DE MILLEVACHES,Plateau de Millevaches,Plateau de Millevaches,C
"1913","19","75","1","19229","0",SAINT PANTALEON DE LARCHE,Saint-Pantaléon-de-Larche,Saint-Pantaléon-de-Larche,C
"1914","19","75","2","19203","0",SAINTE FORTUNADE,Sainte-Fortunade,Sainte-Fortunade,C
"1915","19","75","1","19255","0",SEILHAC MONEDIERES,Seilhac-Monédières,Seilhac-Monédières,C
"1916","19","75","1","19272","0",TULLE,Tulle,Tulle,C
"1917","19","75","1","19275","1",USSEL,Ussel,Ussel,C
"1918","19","75","1","19276","1",UZERCHE,Uzerche,Uzerche,C
"1919","19","75","1","19153","5",YSSANDONNAIS,Yssandonnais,L'Yssandonnais,C
"1989","19","75",,"19010","1",ARGENTAT SUR DORDOGNE,Argentat-sur-Dordogne,Argentat-sur-Dordogne,N
"1999","19","75",,"19031","0",BRIVE LA GAILLARDE,Brive-la-Gaillarde,Brive-la-Gaillarde,V
"2101","21","27","1","21023","1",ARNAY LE DUC,Arnay-le-Duc,Arnay-le-Duc,C
"2102","21","27","1","21038","1",AUXONNE,Auxonne,Auxonne,C
"2103","21","27","1","21054","0",BEAUNE,Beaune,Beaune,C
"2104","21","27","1","21103","0",BRAZEY EN PLAINE,Brazey-en-Plaine,Brazey-en-Plaine,C
"2105","21","27","1","21154","0",CHATILLON SUR SEINE,Châtillon-sur-Seine,Châtillon-sur-Seine,C
"2106","21","27","1","21166","0",CHENOVE,Chenôve,Chenôve,C
"2107","21","27","1","21171","0",CHEVIGNY SAINT SAUVEUR,Chevigny-Saint-Sauveur,Chevigny-Saint-Sauveur,C
"2108","21","27","4","21231","0",DIJON 1,Dijon-1,Dijon-1,C
"2109","21","27","4","21231","0",DIJON 2,Dijon-2,Dijon-2,C
"2110","21","27","4","21231","0",DIJON 3,Dijon-3,Dijon-3,C
"2111","21","27","4","21231","0",DIJON 4,Dijon-4,Dijon-4,C
"2112","21","27","4","21231","0",DIJON 5,Dijon-5,Dijon-5,C
"2113","21","27","2","21231","0",DIJON 6,Dijon-6,Dijon-6,C
"2114","21","27","1","21278","0",FONTAINE LES DIJON,Fontaine-lès-Dijon,Fontaine-lès-Dijon,C
"2115","21","27","1","21292","0",GENLIS,Genlis,Genlis,C
"2116","21","27","1","21317","1",IS SUR TILLE,Is-sur-Tille,Is-sur-Tille,C
"2117","21","27","1","21606","0",LADOIX SERRIGNY,Ladoix-Serrigny,Ladoix-Serrigny,C
"2118","21","27","1","21355","0",LONGVIC,Longvic,Longvic,C
"2119","21","27","1","21425","0",MONTBARD,Montbard,Montbard,C
"2120","21","27","1","21464","0",NUITS SAINT GEORGES,Nuits-Saint-Georges,Nuits-Saint-Georges,C
"2121","21","27","1","21540","0",SAINT APOLLINAIRE,Saint-Apollinaire,Saint-Apollinaire,C
"2122","21","27","1","21603","0",SEMUR EN AUXOIS,Semur-en-Auxois,Semur-en-Auxois,C
"2123","21","27","1","21617","0",TALANT,Talant,Talant,C
"2199","21","27",,"21231","0",DIJON,Dijon,Dijon,V
"2201","22","53","1","22004","0",BEGARD,Bégard,Bégard,C
"2202","22","53","1","22020","0",BROONS,Broons,Broons,C
"2203","22","53","1","22025","0",CALLAC,Callac,Callac,C
"2204","22","53","1","22050","0",DINAN,Dinan,Dinan,C
"2205","22","53","1","22070","0",GUINGAMP,Guingamp,Guingamp,C
"2206","22","53","2",,"0",LAMBALLE,Lamballe,Lamballe,C
"2207","22","53","1","22113","0",LANNION,Lannion,Lannion,C
"2208","22","53","1","22118","0",LANVALLAY,Lanvallay,Lanvallay,C
"2209","22","53","1","22136","0",LOUDEAC,Loudéac,Loudéac,C
"2210","22","53","1","22158","0",MUR DE BRETAGNE,Mûr-de-Bretagne,Mûr-de-Bretagne,C
"2211","22","53","1","22162","0",PAIMPOL,Paimpol,Paimpol,C
"2212","22","53","1","22168","0",PERROS GUIREC,Perros-Guirec,Perros-Guirec,C
"2213","22","53","1","22171","0",PLAINTEL,Plaintel,Plaintel,C
"2214","22","53","1","22172","0",PLANCOET,Plancoët,Plancoët,C
"2215","22","53","1","22182","0",PLELO,Plélo,Plélo,C
"2216","22","53","1","22185","0",PLENEE JUGON,Plénée-Jugon,Plénée-Jugon,C
"2217","22","53","2","22186","0",PLENEUF VAL ANDRE,Pléneuf-Val-André,Pléneuf-Val-André,C
"2218","22","53","1","22187","0",PLERIN,Plérin,Plérin,C
"2219","22","53","1","22190","0",PLESLIN TRIGAVOU,Pleslin-Trigavou,Pleslin-Trigavou,C
"2220","22","53","1","22194","0",PLESTIN LES GREVES,Plestin-les-Grèves,Plestin-les-Grèves,C
"2221","22","53","1","22215","0",PLOUFRAGAN,Ploufragan,Ploufragan,C
"2222","22","53","1","22222","0",PLOUHA,Plouha,Plouha,C
"2223","22","53","1","22266","0",ROSTRENEN,Rostrenen,Rostrenen,C
"2224","22","53","4","22278","0",SAINT BRIEUC 1,Saint-Brieuc-1,Saint-Brieuc-1,C
"2225","22","53","4","22278","0",SAINT BRIEUC 2,Saint-Brieuc-2,Saint-Brieuc-2,C
"2226","22","53","1","22360","0",TREGUEUX,Trégueux,Trégueux,C
"2227","22","53","1","22362","0",TREGUIER,Tréguier,Tréguier,C
"2289","22","53",,"22093","0",LAMBALLE ARMOR,Lamballe-Armor,Lamballe-Armor,N
"2299","22","53",,"22278","0",SAINT BRIEUC,Saint-Brieuc,Saint-Brieuc,V
"2301","23","75","1","23001","1",AHUN,Ahun,Ahun,C
"2302","23","75","1","23008","1",AUBUSSON,Aubusson,Aubusson,C
"2303","23","75","1","23013","1",AUZANCES,Auzances,Auzances,C
"2304","23","75","1","23025","0",BONNAT,Bonnat,Bonnat,C
"2305","23","75","1","23030","0",BOURGANEUF,Bourganeuf,Bourganeuf,C
"2306","23","75","1","23031","0",BOUSSAC,Boussac,Boussac,C
"2307","23","75","1","23075","0",DUN LE PALESTEL,Dun-le-Palestel,Dun-le-Palestel,C
"2308","23","75","1","23076","1",EVAUX LES BAINS,Évaux-les-Bains,Évaux-les-Bains,C
"2309","23","75","1","23079","0",FELLETIN,Felletin,Felletin,C
"2310","23","75","1","23093","0",GOUZON,Gouzon,Gouzon,C
"2311","23","75","1","23095","2",GRAND BOURG,Grand-Bourg,Le Grand-Bourg,C
"2312","23","75","2","23096","0",GUERET 1,Guéret-1,Guéret-1,C
"2313","23","75","2","23096","0",GUERET 2,Guéret-2,Guéret-2,C
"2314","23","75","1","23247","0",SAINT VAURY,Saint-Vaury,Saint-Vaury,C
"2315","23","75","1","23176","3",SOUTERRAINE,Souterraine,La Souterraine,C
"2399","23","75",,"23096","0",GUERET,Guéret,Guéret,V
"2401","24","75","4","24037","0",BERGERAC 1,Bergerac-1,Bergerac-1,C
"2402","24","75","2","24037","0",BERGERAC 2,Bergerac-2,Bergerac-2,C
"2403","24","75","1","24064","0",BRANTOME,Brantôme,Brantôme,C
"2404","24","75","1","24138","0",COULOUNIEIX CHAMIERS,Coulounieix-Chamiers,Coulounieix-Chamiers,C
"2405","24","75","2","24550","2",HAUT PERIGORD NOIR,Haut-Périgord Noir,Le Haut-Périgord Noir,C
"2406","24","75","1","24164","1",ISLE LOUE AUVEZERE,Isle-Loue-Auvézère,Isle-Loue-Auvézère,C
"2407","24","75","3","24053","1",ISLE MANOIRE,Isle-Manoire,Isle-Manoire,C
"2408","24","75","1","24223","0",LALINDE,Lalinde,Lalinde,C
"2409","24","75","1","24294","0",MONTPON MENESTEROL,Montpon-Ménestérol,Montpon-Ménestérol,C
"2410","24","75","1","24340","0",PAYS DE LA FORCE,Pays de la Force,Pays de la Force,C
"2411","24","75","1","24335","0",PAYS DE MONTAIGNE ET GURSON,Pays de Montaigne et Gurson,Pays de Montaigne et Gurson,C
"2412","24","75","2","24571","0",PERIGORD CENTRAL,Périgord Central,Périgord Central,C
"2413","24","75","1","24311","0",PERIGORD VERT NONTRONNAIS,Périgord Vert Nontronnais,Périgord Vert Nontronnais,C
"2414","24","75","4","24322","0",PERIGUEUX 1,Périgueux-1,Périgueux-1,C
"2415","24","75","4","24322","0",PERIGUEUX 2,Périgueux-2,Périgueux-2,C
"2416","24","75","1","24352","0",RIBERAC,Ribérac,Ribérac,C
"2417","24","75","1","24372","0",SAINT ASTIER,Saint-Astier,Saint-Astier,C
"2418","24","75","1","24520","0",SARLAT LA CANEDA,Sarlat-la-Canéda,Sarlat-la-Canéda,C
"2419","24","75","1","24167","0",SUD BERGERACOIS,Sud-Bergeracois,Sud-Bergeracois,C
"2420","24","75","2","24547","0",TERRASSON LAVILLEDIEU,Terrasson-Lavilledieu,Terrasson-Lavilledieu,C
"2421","24","75","1","24551","0",THIVIERS,Thiviers,Thiviers,C
"2422","24","75","1","24557","0",TRELISSAC,Trélissac,Trélissac,C
"2423","24","75","1","24396","0",VALLEE DORDOGNE,Vallée Dordogne,Vallée Dordogne,C
"2424","24","75","1","24309","0",VALLEE DE L ISLE,Vallée de l'Isle,Vallée de l'Isle,C
"2425","24","75","2","24291","0",VALLEE DE L HOMME,Vallée de l'Homme,Vallée de l'Homme,C
"2487","24","75",,"24364","0",COLY SAINT AMAND,Coly-Saint-Amand,Coly-Saint-Amand,N
"2488","24","75",,"24312","0",SANILHAC,Sanilhac,Sanilhac,N
"2489","24","75",,"24026","0",BASSILLAC ET AUBEROCHE,Bassillac et Auberoche,Bassillac et Auberoche,N
"2498","24","75",,"24037","0",BERGERAC,Bergerac,Bergerac,V
"2499","24","75",,"24322","0",PERIGUEUX,Périgueux,Périgueux,V
"2501","25","27","1","25031","1",AUDINCOURT,Audincourt,Audincourt,C
"2502","25","27","1","25047","0",BAUME LES DAMES,Baume-les-Dames,Baume-les-Dames,C
"2503","25","27","1","25048","0",BAVANS,Bavans,Bavans,C
"2504","25","27","2","25056","0",BESANCON 1,Besançon-1,Besançon-1,C
"2505","25","27","2","25056","0",BESANCON 2,Besançon-2,Besançon-2,C
"2506","25","27","2","25056","0",BESANCON 3,Besançon-3,Besançon-3,C
"2507","25","27","2","25056","0",BESANCON 4,Besançon-4,Besançon-4,C
"2508","25","27","3","25056","0",BESANCON 5,Besançon-5,Besançon-5,C
"2509","25","27","3","25056","0",BESANCON 6,Besançon-6,Besançon-6,C
"2510","25","27","1","25057","0",BETHONCOURT,Bethoncourt,Bethoncourt,C
"2511","25","27","2","25259","0",FRASNE,Frasne,Frasne,C
"2512","25","27","1","25356","0",MAICHE,Maîche,Maîche,C
"2513","25","27","1","25388","0",MONTBELIARD,Montbéliard,Montbéliard,C
"2514","25","27","1","25411","0",MORTEAU,Morteau,Morteau,C
"2515","25","27","3","25434","1",ORNANS,Ornans,Ornans,C
"2516","25","27","1","25462","0",PONTARLIER,Pontarlier,Pontarlier,C
"2517","25","27","1","25527","0",SAINT VIT,Saint-Vit,Saint-Vit,C
"2518","25","27","2","25578","0",VALDAHON,Valdahon,Valdahon,C
"2519","25","27","1","25580","0",VALENTIGNEY,Valentigney,Valentigney,C
"2587","25","27",,"25245","0",FONTAIN,Fontain,Fontain,N
"2588","25","27",,"25334","0",LEVIER,Levier,Levier,N
"2589","25","27",,"25222","1",ETALANS,Étalans,Étalans,N
"2599","25","27",,"25056","0",BESANCON,Besançon,Besançon,V
"2601","26","84","2","26057","0",BOURG DE PEAGE,Bourg-de-Péage,Bourg-de-Péage,C
"2602","26","84","1","26108","0",CREST,Crest,Crest,C
"2603","26","84","1","26114","0",DIEULEFIT,Dieulefit,Dieulefit,C
"2604","26","84","1","26113","2",DIOIS,Diois,Le Diois,C
"2605","26","84","1","26301","0",DROME DES COLLINES,Drôme des collines,Drôme des collines,C
"2606","26","84","1","26146","0",GRIGNAN,Grignan,Grignan,C
"2607","26","84","1","26166","0",LORIOL SUR DROME,Loriol-sur-Drôme,Loriol-sur-Drôme,C
"2608","26","84","2","26198","0",MONTELIMAR 1,Montélimar-1,Montélimar-1,C
"2609","26","84","2","26198","0",MONTELIMAR 2,Montélimar-2,Montélimar-2,C
"2610","26","84","1","26220","0",NYONS ET BARONNIES,Nyons et Baronnies,Nyons et Baronnies,C
"2611","26","84","2","26281","0",ROMANS SUR ISERE,Romans-sur-Isère,Romans-sur-Isère,C
"2612","26","84","1","26333","0",SAINT VALLIER,Saint-Vallier,Saint-Vallier,C
"2613","26","84","1","26347","0",TAIN L HERMITAGE,Tain-l'Hermitage,Tain-l'Hermitage,C
"2614","26","84","1","26235","2",TRICASTIN,Tricastin,Le Tricastin,C
"2615","26","84","2","26362","0",VALENCE 1,Valence-1,Valence-1,C
"2616","26","84","2","26362","0",VALENCE 2,Valence-2,Valence-2,C
"2617","26","84","2","26362","0",VALENCE 3,Valence-3,Valence-3,C
"2618","26","84","4","26362","0",VALENCE 4,Valence-4,Valence-4,C
"2619","26","84","1","26088","0",VERCORS MONTS DU MATIN,Vercors-Monts du Matin,Vercors-Monts du Matin,C
"2697","26","84",,"26198","0",MONTELIMAR,Montélimar,Montélimar,V
"2698","26","84",,"26281","0",ROMANS SUR ISERE,Romans-sur-Isère,Romans-sur-Isère,V
"2699","26","84",,"26362","0",VALENCE,Valence,Valence,V
"2701","27","28","1","27016","4",ANDELYS,Andelys,Les Andelys,C
"2702","27","28","3","27056","0",BERNAY,Bernay,Bernay,C
"2703","27","28","1","27065","0",BEUZEVILLE,Beuzeville,Beuzeville,C
"2704","27","28","2","27103","0",BOURG ACHARD,Bourg-Achard,Bourg-Achard,C
"2705","27","28","2","27105","0",BOURGTHEROULDE INFREVILLE,Bourgtheroulde-Infreville,Bourgtheroulde-Infreville,C
"2706","27","28","3","27112","0",BRETEUIL,Breteuil,Breteuil,C
"2707","27","28","2","27116","0",BRIONNE,Brionne,Brionne,C
"2708","27","28","1","27165","0",CONCHES EN OUCHE,Conches-en-Ouche,Conches-en-Ouche,C
"2709","27","28","2","27229","1",EVREUX 1,Évreux-1,Évreux-1,C
"2710","27","28","2","27229","1",EVREUX 2,Évreux-2,Évreux-2,C
"2711","27","28","2","27229","1",EVREUX 3,Évreux-3,Évreux-3,C
"2712","27","28","1","27275","0",GAILLON,Gaillon,Gaillon,C
"2713","27","28","1","27284","0",GISORS,Gisors,Gisors,C
"2714","27","28","1","27375","0",LOUVIERS,Louviers,Louviers,C
"2715","27","28","1","27428","2",NEUBOURG,Neubourg,Le Neubourg,C
"2716","27","28","1","27448","0",PACY SUR EURE,Pacy-sur-Eure,Pacy-sur-Eure,C
"2717","27","28","3","27467","0",PONT AUDEMER,Pont-Audemer,Pont-Audemer,C
"2718","27","28","1","27469","0",PONT DE L ARCHE,Pont-de-l'Arche,Pont-de-l'Arche,C
"2719","27","28","1","27493","0",ROMILLY SUR ANDELLE,Romilly-sur-Andelle,Romilly-sur-Andelle,C
"2720","27","28","1","27507","0",SAINT ANDRE DE L EURE,Saint-André-de-l'Eure,Saint-André-de-l'Eure,C
"2721","27","28","1","27701","0",VAL DE REUIL,Val-de-Reuil,Val-de-Reuil,C
"2722","27","28","3","27679","0",VERNEUIL SUR AVRE,Verneuil-sur-Avre,Verneuil-sur-Avre,C
"2723","27","28","1","27681","0",VERNON,Vernon,Vernon,C
"2783","27","28",,"27516","0",TREIS SANTS EN OUCHE,Treis-Sants-en-Ouche,Treis-Sants-en-Ouche,N
"2784","27","28",,"27263","2",PERREY,Perrey,Le Perrey,N
"2785","27","28",,"27089","0",THENOUVILLE,Thénouville,Thénouville,N
"2786","27","28",,"27679","0",VERNEUIL D AVRE ET D ITON,Verneuil d'Avre et d'Iton,Verneuil d'Avre et d'Iton,N
"2787","27","28",,"27425","0",NASSANDRES SUR RISLE,Nassandres sur Risle,Nassandres sur Risle,N
"2788","27","28",,"27198","0",MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,N
"2789","27","28",,"27157","0",MARBOIS,Marbois,Marbois,N
"2799","27","28",,"27229","1",EVREUX,Évreux,Évreux,V
"2801","28","24","1","28007","1",ANET,Anet,Anet,C
"2802","28","24","2","28015","1",AUNEAU,Auneau,Auneau,C
"2803","28","24","2","28061","0",BROU,Brou,Brou,C
"2804","28","24","2","28085","0",CHARTRES 1,Chartres-1,Chartres-1,C
"2805","28","24","2","28085","0",CHARTRES 2,Chartres-2,Chartres-2,C
"2806","28","24","2","28085","0",CHARTRES 3,Chartres-3,Chartres-3,C
"2807","28","24","2","28088","0",CHATEAUDUN,Châteaudun,Châteaudun,C
"2808","28","24","2","28134","0",DREUX 1,Dreux-1,Dreux-1,C
"2809","28","24","2","28134","0",DREUX 2,Dreux-2,Dreux-2,C
"2810","28","24","1","28140","1",EPERNON,Épernon,Épernon,C
"2811","28","24","1","28196","1",ILLIERS COMBRAY,Illiers-Combray,Illiers-Combray,C
"2812","28","24","1","28218","0",LUCE,Lucé,Lucé,C
"2813","28","24","1","28280","0",NOGENT LE ROTROU,Nogent-le-Rotrou,Nogent-le-Rotrou,C
"2814","28","24","1","28348","0",SAINT LUBIN DES JONCHERETS,Saint-Lubin-des-Joncherets,Saint-Lubin-des-Joncherets,C
"2815","28","24","2","28422","0",VOVES,Voves,Voves,C
"2888","28","24",,"28127","0",DANGEAU,Dangeau,Dangeau,N
"2889","28","24",,"28183","0",GOMMERVILLE,Gommerville,Gommerville,N
"2898","28","24",,"28085","0",CHARTRES,Chartres,Chartres,V
"2899","28","24",,"28134","0",DREUX,Dreux,Dreux,V
"2901","29","53","4","29019","0",BREST 1,Brest-1,Brest-1,C
"2902","29","53","4","29019","0",BREST 2,Brest-2,Brest-2,C
"2903","29","53","2","29019","0",BREST 3,Brest-3,Brest-3,C
"2904","29","53","2","29019","0",BREST 4,Brest-4,Brest-4,C
"2905","29","53","4","29019","0",BREST 5,Brest-5,Brest-5,C
"2906","29","53","1","29020","0",BRIEC,Briec,Briec,C
"2907","29","53","1","29024","0",CARHAIX PLOUGUER,Carhaix-Plouguer,Carhaix-Plouguer,C
"2908","29","53","1","29039","0",CONCARNEAU,Concarneau,Concarneau,C
"2909","29","53","1","29042","0",CROZON,Crozon,Crozon,C
"2910","29","53","1","29046","0",DOUARNENEZ,Douarnenez,Douarnenez,C
"2911","29","53","1","29058","0",FOUESNANT,Fouesnant,Fouesnant,C
"2912","29","53","1","29075","0",GUIPAVAS,Guipavas,Guipavas,C
"2913","29","53","1","29103","0",LANDERNEAU,Landerneau,Landerneau,C
"2914","29","53","1","29105","0",LANDIVISIAU,Landivisiau,Landivisiau,C
"2915","29","53","1","29124","0",LESNEVEN,Lesneven,Lesneven,C
"2916","29","53","1","29150","0",MOELAN SUR MER,Moëlan-sur-Mer,Moëlan-sur-Mer,C
"2917","29","53","1","29151","0",MORLAIX,Morlaix,Morlaix,C
"2918","29","53","1","29160","0",PLABENNEC,Plabennec,Plabennec,C
"2919","29","53","1","29174","0",PLONEOUR LANVERN,Plonéour-Lanvern,Plonéour-Lanvern,C
"2920","29","53","1","29199","0",PLOUIGNEAU,Plouigneau,Plouigneau,C
"2921","29","53","1","29302","0",PONT DE BUIS LES QUIMERCH,Pont-de-Buis-lès-Quimerch,Pont-de-Buis-lès-Quimerch,C
"2922","29","53","1","29220","0",PONT L ABBE,Pont-l'Abbé,Pont-l'Abbé,C
